pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_jmag,sy_jmagerr1,sy_jmagerr2
11 Com b,1,Published Confirmed,326.03000000,0.32000000,-0.32000000,0,1.290000,0.050000,-0.050000,0,6165.60000,476.70000,-476.70000,0,,,,,,,,,,,,,19.40000,1.50000,-1.50000,0,Msini,,,,,0.231000,0.005000,-0.005000,0,,,,,,,,,,,,,19.00,2.00,-2.00,0,2.70,0.30,-0.30,0,-0.350,0.090,-0.090,0,,,,,2.9430000,0.3340000,-0.3340000
11 UMi b,1,Published Confirmed,516.21997000,3.20000000,-3.20000000,0,1.530000,0.070000,-0.070000,0,4684.81420,794.57500,-794.57500,0,,,,,,,,,,,,,14.74000,2.50000,-2.50000,0,Msini,,,,,0.080000,0.030000,-0.030000,0,,,,,,,,,,,,,29.79,2.84,-2.84,0,2.78,0.69,-0.69,0,-0.020,,,0,,,,,2.8760000,0.2300000,-0.2300000
14 And b,1,Published Confirmed,185.84000000,0.23000000,-0.23000000,0,0.830000,,,0,1525.50000,,,0,,,,,,,,,,,,,4.80000,,,0,Msini,,,,,0.000000,,,0,,,,,,,,,,,,,11.00,1.00,-1.00,0,2.20,0.10,-0.20,0,-0.240,0.030,-0.030,0,,,,,3.0190000,0.1800000,-0.1800000
14 Her b,1,Published Confirmed,1765.03890000,1.67709000,-1.87256000,0,2.774000,0.109000,-0.120000,0,2559.47216,518.69596,-280.64248,0,,,,,,,,,2559.47216,518.69596,-280.64248,0,8.05300,1.63200,-0.88300,0,Mass,,,,,0.373000,0.008000,-0.006000,0,,,,,,,,,,,,,,,,,0.91,0.11,-0.11,0,,,,,,,,,5.1580000,0.0290000,-0.0290000
16 Cyg B b,1,Published Confirmed,798.50000000,1.00000000,-1.00000000,0,1.660000,0.030000,-0.030000,0,565.73740,25.42640,-25.42640,0,,,,,,,,,,,,,1.78000,0.08000,-0.08000,0,Msini,,,,,0.680000,0.020000,-0.020000,0,,,,,,,,,,,,,1.13,0.01,-0.01,0,1.08,0.04,-0.04,0,0.060,,,0,,,,,4.9930000,0.0370000,-0.0370000
17 Sco b,1,Published Confirmed,578.38000000,2.01000000,-2.09000000,0,1.450000,0.020000,-0.020000,0,1373.01872,47.67426,-38.13941,0,,,,,,,,,,,,,4.32000,0.15000,-0.12000,0,Msini,,,,,0.060000,0.030000,-0.020000,0,,,,,,,,,,,,,25.92,0.78,-0.74,0,1.22,0.13,-0.14,0,-0.010,0.100,-0.100,0,5.130,2.120,-1.330,0,2.9430000,0.2700000,-0.2700000
18 Del b,1,Published Confirmed,993.30000000,3.20000000,-3.20000000,0,2.600000,,,0,3273.50000,,,0,,,,,,,,,,,,,10.30000,,,0,Msini,,,,,0.080000,0.010000,-0.010000,0,,,,,,,,,,,,,8.50,,,0,2.30,,,0,-0.052,0.023,-0.023,0,,,,,4.0320000,0.2360000,-0.2360000
1RXS J160929.1-210524 b,1,Published Confirmed,,,,,330.000000,,,0,3000.00000,300.00000,-300.00000,0,,,,,,,,,3000.00000,300.00000,-300.00000,0,8.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,1700,100,-100,0,,,,,,,,,0.85,0.20,-0.10,0,,,,,0.005,,,0,9.8200000,0.0270000,-0.0270000
24 Boo b,1,Published Confirmed,30.35060000,0.00780000,-0.00770000,0,0.190000,0.012000,-0.009000,0,289.22530,41.31790,-31.78300,0,,,,,,,,,,,,,0.91000,0.13000,-0.10000,0,Msini,,,,,0.042000,0.048000,-0.029000,0,,,,,,,,,,,,,10.64,0.84,-0.59,0,0.99,0.19,-0.13,0,-0.770,0.030,-0.030,0,6.920,4.830,-2.750,0,3.8450000,0.2400000,-0.2400000
24 Sex b,1,Published Confirmed,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,632.46000,82.63000,-120.77000,0,,,,,,,,,,,,,1.99000,0.26000,-0.38000,0,Msini,,,,,0.090000,0.140000,-0.060000,0,,,,,,,,,,,,,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,2.700,0.400,-0.400,0,5.2920000,0.3380000,-0.3380000
24 Sex c,1,Published Confirmed,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,273.32000,111.24000,-69.92000,0,,,,,,,,,,,,,0.86000,0.35000,-0.22000,0,Msini,,,,,0.290000,0.160000,-0.090000,0,,,,,,,,,,,,,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,2.700,0.400,-0.400,0,5.2920000,0.3380000,-0.3380000
2M0437 b,1,Published Confirmed,,,,,118.000000,1.300000,-1.300000,0,1271.31363,317.82841,-317.82841,0,,,,,,,,,1271.31363,317.82841,-317.82841,0,4.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,1450,50,-50,0,,,,,0.84,0.11,-0.11,0,0.17,0.01,-0.02,0,0.010,0.050,-0.050,0,2.500,0.400,-0.400,0,11.2980000,0.0200000,-0.0200000
2MASS J01033563-5515561 AB b,1,Published Confirmed,,,,,84.000000,,,0,4131.79000,317.83000,-317.83000,0,,,,,,,,,4131.79000,317.83000,-317.83000,0,13.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.02,-0.02,0,,,,,0.030,,,0,10.1620000,0.0230000,-0.0230000
2MASS J01225093-2439505 b,1,Published Confirmed,,,,,52.000000,6.000000,-6.000000,0,7786.50000,794.50000,-794.50000,0,,,,,,,,,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,0.40,0.05,-0.05,0,,,,,0.120,0.010,-0.010,0,10.0840000,0.0280000,-0.0280000
2MASS J02192210-3925225 b,1,Published Confirmed,,,,,156.000000,10.000000,-10.000000,0,4417.83700,349.61300,-349.61300,0,16.141,0.336,-0.336,0,1.440,0.030,-0.030,0,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0,Mass,,,,,,,,,,,,,,,,,,,,,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,,,,,0.035,0.005,-0.005,0,11.3810000,0.0260000,-0.0260000
2MASS J04414489+2301513 b,1,Published Confirmed,,,,,15.000000,,,0,2383.60000,794.50000,-794.50000,0,,,,,,,,,2383.60000,794.50000,-794.50000,0,7.50000,2.50000,-2.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0,,,,,0.001,,,0,14.4190000,0.0260000,-0.0260000
2MASS J12073346-3932539 b,1,Published Confirmed,,,,,55.000000,,,0,1589.15000,635.66000,-635.66000,0,,,,,,,,,1589.15000,635.66000,-635.66000,0,5.00000,2.00000,-2.00000,0,Mass,,,,,,,,,,,,,1250,200,-200,0,,,,,,,,,0.02,,,0,,,,,0.008,0.004,-0.003,0,12.9950000,0.0260000,-0.0260000
2MASS J19383260+4603591 b,1,Published Confirmed,406.00000000,4.00000000,-4.00000000,0,,,,,591.16084,15.89142,-15.89142,0,,,,,,,,,,,,,1.86000,0.05000,-0.05000,0,Msini,,,,,0.330000,0.050000,-0.050000,0,,,,,,,,,,,,,0.20,0.00,0.00,0,0.48,,,0,,,,,,,,,12.7570000,0.0220000,-0.0220000
2MASS J22362452+4751425 b,1,Published Confirmed,,,,,230.000000,20.000000,-20.000000,0,3972.87500,476.74500,-476.74500,0,,,,,,,,,3972.87500,476.74500,-476.74500,0,12.50000,1.50000,-1.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,0.60,0.05,-0.05,0,,,,,0.120,0.010,-0.010,0,9.9750000,0.0220000,-0.0220000
30 Ari B b,1,Published Confirmed,335.10001000,2.50000000,-2.50000000,0,0.990000,0.020000,-0.020000,0,4392.41060,572.09400,-572.09400,0,,,,,,,,,,,,,13.82000,1.80000,-1.80000,0,Msini,,,,,0.290000,0.090000,-0.090000,0,,,,,,,,,,,,,1.41,0.05,-0.05,0,1.93,0.27,-0.27,0,0.190,,,0,,,,,6.0800000,0.0200000,-0.0200000
4 UMa b,1,Published Confirmed,269.30000000,1.96000000,-1.96000000,0,0.870000,0.040000,-0.040000,0,2256.50000,508.50000,-508.50000,0,,,,,,,,,,,,,7.10000,1.60000,-1.60000,0,Msini,,,,,0.432000,0.024000,-0.024000,0,,,,,,,,,,,,,18.11,1.47,-1.47,0,1.23,0.15,-0.15,0,-0.250,0.040,-0.040,0,4.604,2.000,-2.000,0,2.6190000,0.2900000,-0.2900000
42 Dra b,1,Published Confirmed,479.10000000,6.20000000,-6.20000000,0,1.190000,0.010000,-0.010000,0,1233.13000,270.14000,-270.14000,0,,,,,,,,,,,,,3.88000,0.85000,-0.85000,0,Msini,,,,,0.380000,0.060000,-0.060000,0,,,,,,,,,,,,,22.03,1.00,-1.00,0,0.98,0.05,-0.05,0,-0.460,0.050,-0.050,0,9.490,1.760,-1.760,0,2.9490000,0.2340000,-0.2340000
47 UMa b,1,Published Confirmed,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,804.08000,22.25000,-19.07000,0,,,,,,,,,,,,,2.53000,0.07000,-0.06000,0,Msini,,,,,0.032000,0.014000,-0.014000,0,,,,,,,,,,,,,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,,,,,3.9600000,0.2960000,-0.2960000
47 UMa c,1,Published Confirmed,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,171.62100,20.97600,-23.20100,0,,,,,,,,,,,,,0.54000,0.06600,-0.07300,0,Msini,,,,,0.098000,0.047000,-0.096000,0,,,,,,,,,,,,,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,,,,,3.9600000,0.2960000,-0.2960000
47 UMa d,1,Published Confirmed,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,521.22000,92.17000,-152.55000,0,,,,,,,,,,,,,1.64000,0.29000,-0.48000,0,Msini,,,,,0.160000,0.090000,-0.160000,0,,,,,,,,,,,,,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,,,,,3.9600000,0.2960000,-0.2960000
51 Eri b,1,Published Confirmed,,,,,13.200000,0.200000,-0.200000,0,635.66000,,,0,,,,,,,,,635.66000,,,0,2.00000,,,0,Mass,,,,,,,,,,,,,700,,,0,,,,,,,,,1.75,0.05,-0.05,0,-0.027,0.045,-0.045,0,0.020,0.006,-0.006,0,4.7440000,0.0370000,-0.0370000
51 Peg b,1,Published Confirmed,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,150.00900,12.39500,-12.39500,0,,,,,,,,,,,,,0.47200,0.03900,-0.03900,0,Msini,,,,,0.013000,0.012000,-0.012000,0,,,,,,,,,,,,,1.18,0.07,-0.04,0,1.03,0.17,-0.09,0,0.180,0.100,-0.100,0,,,,,4.6550000,0.2960000,-0.2960000
55 Cnc b,1,Published Confirmed,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,255.40000,2.90000,-2.90000,0,,,,,,,,,,,,,0.80360,0.00920,-0.00910,0,Msini,,,,,0.000000,0.010000,-0.010000,0,,,,,,,,,,,,,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.7680000,0.2440000,-0.2440000
55 Cnc c,1,Published Confirmed,44.39890000,0.00420000,-0.00430000,0,0.237300,0.001300,-0.001300,0,51.20000,1.30000,-1.30000,0,,,,,,,,,,,,,0.16110,0.00400,-0.00400,0,Msini,,,,,0.030000,0.020000,-0.020000,0,,,,,,,,,,,,,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.7680000,0.2440000,-0.2440000
55 Cnc d,1,Published Confirmed,5574.20000000,93.80000000,-88.60000000,0,5.957000,0.074000,-0.071000,0,991.60000,30.70000,-33.10000,0,,,,,,,,,,,,,3.12000,0.10000,-0.10000,0,Msini,,,,,0.130000,0.020000,-0.020000,0,,,,,,,,,,,,,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.7680000,0.2440000,-0.2440000
55 Cnc e,1,Published Confirmed,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,7.99000,0.32000,-0.33000,0,1.875,0.029,-0.029,0,0.167,0.003,-0.003,0,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0,Mass,6.66000,0.43000,-0.40000,0,0.050000,0.030000,-0.030000,0,,,,,,,,,0.3900,0.0300,-0.0300,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.7680000,0.2440000,-0.2440000
55 Cnc f,1,Published Confirmed,259.88000000,0.29000000,-0.29000000,0,0.770800,0.004300,-0.004400,0,47.80000,2.40000,-2.40000,0,,,,,,,,,,,,,0.15030,0.00760,-0.00760,0,Msini,,,,,0.080000,0.050000,-0.040000,0,,,,,,,,,,,,,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.7680000,0.2440000,-0.2440000
6 Lyn b,1,Published Confirmed,934.30000000,8.60000000,-8.60000000,0,2.110000,0.110000,-0.110000,0,638.83830,24.47291,-24.47291,0,,,,,,,,,,,,,2.01000,0.07700,-0.07700,0,Msini,,,,,0.073000,0.036000,-0.036000,0,,,,,,,,,,,,,5.20,,,0,1.44,,,0,,,,,,,,,4.2720000,0.2540000,-0.2540000
61 Vir b,1,Published Confirmed,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,5.10000,0.50000,-0.50000,0,,,,,,,,,,,,,0.01600,0.00200,-0.00200,0,Msini,,,,,0.120000,0.110000,-0.110000,0,,,,,,,,,,,,,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,8.960,2.760,-3.080,0,3.3340000,0.2000000,-0.2000000
61 Vir c,1,Published Confirmed,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,18.20000,1.10000,-1.10000,0,,,,,,,,,,,,,0.05700,0.00300,-0.00300,0,Msini,,,,,0.140000,0.060000,-0.060000,0,,,,,,,,,,,,,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,8.960,2.760,-3.080,0,3.3340000,0.2000000,-0.2000000
61 Vir d,1,Published Confirmed,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,22.90000,2.60000,-2.60000,0,,,,,,,,,,,,,0.07200,0.00800,-0.00800,0,Msini,,,,,0.350000,0.090000,-0.090000,0,,,,,,,,,,,,,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,8.960,2.760,-3.080,0,3.3340000,0.2000000,-0.2000000
7 CMa b,1,Published Confirmed,735.10000000,14.80000000,-1.00000000,0,1.758000,0.024000,-0.001000,0,587.98550,19.06980,-19.06980,0,,,,,,,,,,,,,1.85000,0.06000,-0.06000,0,Msin(i)/sin(i),,,,,0.060000,0.030000,-0.030000,0,,,,,,,,,,,,,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,4.300,0.900,-1.300,0,2.1730000,0.2440000,-0.2440000
7 CMa c,1,Published Confirmed,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,276.51210,19.06980,-19.06980,0,,,,,,,,,,,,,0.87000,0.06000,-0.06000,0,Msin(i)/sin(i),,,,,0.080000,0.050000,-0.040000,0,,,,,,,,,,,,,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,4.300,0.900,-1.300,0,2.1730000,0.2440000,-0.2440000
70 Vir b,1,Published Confirmed,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,2357.02728,18.11631,-18.11631,0,,,,,,,,,,,,,7.41600,0.05700,-0.05700,0,Msini,,,,,0.398800,0.001900,-0.001900,0,,,,,,,,,,,,,1.89,,,0,1.09,,,0,,,,,,,,,3.7980000,0.2860000,-0.2860000
75 Cet b,1,Published Confirmed,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,953.49000,,,0,,,,,,,,,,,,,3.00000,,,0,Msini,,,,,0.117000,0.048000,-0.048000,0,,,,,,,,,,,,,10.50,1.00,-1.00,0,2.49,0.02,-0.27,0,0.000,0.040,-0.040,0,,,,,3.9310000,0.2620000,-0.2620000
8 UMi b,1,Published Confirmed,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,416.35730,50.85280,-50.85280,0,,,,,,,,,,,,,1.31000,0.16000,-0.16000,0,Msini,,,,,0.060000,0.090000,-0.090000,0,,,,,,,,,,,,,10.30,0.57,-0.57,0,1.44,0.19,-0.19,0,-0.030,,,0,,,,,5.0690000,0.0270000,-0.0270000
81 Cet b,1,Published Confirmed,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,1684.40000,,,0,,,,,,,,,,,,,5.30000,,,0,Msini,,,,,0.206000,0.029000,-0.029000,0,,,,,,,,,,,,,11.00,2.00,-1.00,0,2.40,0.10,-0.40,0,-0.060,0.030,-0.030,0,,,,,3.9400000,0.2660000,-0.2660000
91 Aqr b,1,Published Confirmed,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,1017.00000,,,0,,,,,,,,,,,,,3.20000,,,0,Msini,,,,,0.027000,0.026000,-0.026000,0,,,,,,,,,,,,,11.00,0.10,-0.10,0,1.40,0.10,-0.10,0,-0.030,0.100,-0.100,0,3.560,0.630,-0.630,0,2.2630000,0.2460000,-0.2460000
AB Aur b,1,Published Confirmed,,,,,93.900000,49.300000,-49.300000,0,2860.45566,,,0,,,,,,,,,2860.45566,,,0,9.00000,,,0,Mass,,,,,0.400000,0.200000,-0.210000,0,,,,,,,,,,,,,,,,,2.40,0.20,-0.20,0,,,,,0.003,0.002,-0.002,0,5.9360000,0.0180000,-0.0180000
AB Pic b,1,Published Confirmed,,,,,260.000000,,,0,4290.50000,158.90000,-158.90000,0,,,,,,,,,4290.50000,158.90000,-158.90000,0,13.50000,0.50000,-0.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030,,,0,7.5760000,0.0240000,-0.0240000
AF Lep b,1,Published Confirmed,8030.00000000,1800.00000000,-1800.00000000,0,8.400000,1.100000,-1.300000,0,1017.05090,222.47988,-190.69704,0,,,,,,,,,1017.05090,222.47988,-190.69704,0,3.20000,0.70000,-0.60000,0,Mass,,,,,0.240000,0.270000,-0.150000,0,,,,,,,,,,,,,1.25,0.06,-0.06,0,1.20,0.06,-0.06,0,0.190,0.020,-0.020,0,0.024,0.003,-0.003,0,5.2680000,0.0270000,-0.0270000
AU Mic b,1,Published Confirmed,8.46299910,,,0,0.064500,0.001300,-0.001300,0,20.12000,1.57000,-1.72000,0,,,,,,,,,20.12000,1.57000,-1.72000,0,0.06330,0.00494,-0.00541,0,Mass,1.32000,0.19000,-0.20000,0,0.186000,0.036000,-0.035000,0,,,,,,,,,,,,,,,,,0.50,0.03,-0.03,0,,,,,,,,,5.4360000,0.0170000,-0.0170000
AU Mic c,1,Published Confirmed,18.85899100,,,0,0.110100,0.002000,-0.002000,0,9.60000,2.07000,-2.31000,0,,,,,,,,,9.60000,2.07000,-2.31000,0,0.03020,0.00651,-0.00727,0,Mass,1.22000,0.26000,-0.29000,0,,,,,,,,,,,,,,,,,,,,,0.50,0.03,-0.03,0,,,,,,,,,5.4360000,0.0170000,-0.0170000
BD+03 2562 b,1,Published Confirmed,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,2034.11200,413.17900,-413.17900,0,,,,,,,,,,,,,6.40000,1.30000,-1.30000,0,Msini,,,,,0.200000,0.120000,-0.080000,0,,,,,,,,,,,,,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,-0.710,0.090,-0.090,0,5.200,4.750,-2.750,0,6.9600000,0.0210000,-0.0210000
BD+14 4559 b,1,Published Confirmed,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,330.54320,149.38010,-149.38010,0,,,,,,,,,,,,,1.04000,0.47000,-0.47000,0,Msini,,,,,0.290000,0.030000,-0.030000,0,,,,,,,,,,,,,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,0.170,,,0,,,,,7.8820000,0.0290000,-0.0290000
BD+15 2375 b,1,Published Confirmed,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,337.21763,85.81410,-85.81410,0,,,,,,,,,,,,,1.06100,0.27000,-0.27000,0,Msini,,,,,0.001000,0.250000,-0.001000,0,,,,,,,,,,,,,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,-0.220,0.080,-0.080,0,7.410,3.810,-2.520,0,8.3720000,0.0210000,-0.0210000
BD+15 2940 b,1,Published Confirmed,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,352.78000,,,0,,,,,,,,,,,,,1.11000,,,0,Msini,,,,,0.260000,0.100000,-0.100000,0,,,,,,,,,,,,,14.70,2.80,-2.80,0,1.10,0.20,-0.20,0,0.280,0.070,-0.070,0,7.100,4.200,-4.200,0,7.1540000,0.0200000,-0.0200000
BD+20 2457 b,1,Published Confirmed,379.63000000,2.01000000,-2.01000000,0,1.450000,,,0,6807.63000,,,0,,,,,,,,,,,,,21.42000,,,0,Msini,,,,,0.150000,0.030000,-0.030000,0,,,,,,,,,,,,,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,-1.000,0.070,-0.070,0,,,,,7.2990000,0.0230000,-0.0230000
BD+20 2457 c,1,Published Confirmed,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,3963.17000,,,0,,,,,,,,,,,,,12.47000,,,0,Msini,,,,,0.180000,0.060000,-0.060000,0,,,,,,,,,,,,,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,-1.000,0.070,-0.070,0,,,,,7.2990000,0.0230000,-0.0230000
BD+20 274 b,1,Published Confirmed,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,1334.88600,,,0,,,,,,,,,,,,,4.20000,,,0,Msini,,,,,0.210000,0.060000,-0.060000,0,,,,,,,,,,,,,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,-0.460,0.070,-0.070,0,,,,,7.0030000,0.0190000,-0.0190000
BD+20 594 b,1,Published Confirmed,41.68550000,0.00300000,-0.00300000,0,,,,,22.24810,9.53490,-9.53490,0,2.578,0.112,-0.112,0,0.230,0.010,-0.010,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,,,,,0.000000,,,0,,,,,,,,,,,,,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,-0.150,,,0,,,,,9.7700010,0.0220000,-0.0220000
BD+45 564 b,1,Published Confirmed,307.88000000,1.47000000,-1.47000000,0,0.830000,0.040000,-0.040000,0,432.24663,38.13941,-38.13941,0,,,,,,,,,,,,,1.36000,0.12000,-0.12000,0,Msini,,,,,0.120000,0.060000,-0.060000,0,,,,,,,,,,,,,,,,,0.81,0.07,-0.07,0,-0.090,0.030,-0.030,0,,,,,8.0630000,0.0230000,-0.0230000
BD+48 738 b,1,Published Confirmed,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,289.22530,,,0,,,,,,,,,,,,,0.91000,,,0,Msini,,,,,0.200000,0.100000,-0.100000,0,,,,,,,,,,,,,11.00,1.00,-1.00,0,0.74,0.39,-0.39,0,-0.200,0.070,-0.070,0,,,,,6.7040000,0.0210000,-0.0210000
BD+48 740 b,1,Published Confirmed,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,540.31100,222.48100,-222.48100,0,,,,,,,,,,,,,1.70000,0.70000,-0.70000,0,Msini,,,,,0.760000,0.050000,-0.090000,0,,,,,,,,,,,,,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,-0.130,0.060,-0.060,0,,,,,6.3850000,0.0180000,-0.0180000
BD+49 828 b,1,Published Confirmed,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,508.50000,127.10000,-63.60000,0,,,,,,,,,,,,,1.60000,0.40000,-0.20000,0,Msini,,,,,0.350000,0.240000,-0.100000,0,,,,,,,,,,,,,7.60,1.30,-1.30,0,1.52,0.22,-0.22,0,-0.190,0.060,-0.060,0,2.340,1.200,-0.800,0,7.2460000,0.0190000,-0.0190000
BD+55 362 b,1,Published Confirmed,265.59000000,1.04000000,-1.04000000,0,0.780000,0.050000,-0.050000,0,228.83645,25.42627,-25.42627,0,,,,,,,,,,,,,0.72000,0.08000,-0.08000,0,Msini,,,,,0.270000,0.060000,-0.060000,0,,,,,,,,,,,,,,,,,0.91,0.10,-0.10,0,0.180,0.050,-0.050,0,,,,,7.8260000,0.0190000,-0.0190000
BD+60 1417 b,1,Published Confirmed,,,,,1662.000000,,,0,4767.42610,1589.14204,-1589.14204,0,14.684,0.673,-0.673,0,1.310,0.060,-0.060,0,4767.42610,1589.14204,-1589.14204,0,15.00000,5.00000,-5.00000,0,Mass,,,,,,,,,,,,,1303,74,-74,0,,,,,0.80,0.05,-0.05,0,1.00,,,0,,,,,0.100,0.050,-0.050,0,7.8230000,0.0200000,-0.0200000
BD+63 1405 b,1,Published Confirmed,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,1258.60049,98.52681,-98.52681,0,,,,,,,,,,,,,3.96000,0.31000,-0.31000,0,Msini,,,,,0.880000,0.020000,-0.020000,0,,,,,,,,,,,,,,,,,0.82,0.08,-0.08,0,-0.090,0.030,-0.030,0,,,,,7.3030000,0.0200000,-0.0200000
BD-00 4475 b,1,Published Confirmed,723.20000000,0.74000000,-0.74000000,0,1.480000,0.110000,-0.110000,0,7961.60160,708.75735,-708.75735,0,,,,,,,,,,,,,25.05000,2.23000,-2.23000,0,Msini,,,,,0.390000,0.010000,-0.010000,0,,,,,,,,,,,,,,,,,0.81,0.10,-0.10,0,-0.140,0.060,-0.060,0,,,,,7.4830000,0.0230000,-0.0230000
BD-06 1339 b,1,Published Confirmed,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,8.50000,1.30000,-1.30000,0,,,,,,,,,,,,,0.02700,0.00400,-0.00400,0,Msini,,,,,0.000000,,,0,,,,,,,,,,,,,,,,,0.70,,,0,-0.140,0.170,-0.170,0,4.400,4.000,-4.000,0,7.1280000,0.0180000,-0.0180000
