pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2
Kepler-1468 c,1,Published Confirmed,3.54553021,0.00002273,-0.00002273,0,,,,,1.150,0.250,-0.130,0,0.103,0.022,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893.00,162.90,-197.95,0,1.05,0.18,-0.11,0,1.04,0.08,-0.07,0,0.030,0.140,-0.164,0,,,,,4.42,0.07,-0.13,0,3.550,2.630,-1.860,0,,,,,1899.2400000,89.8200000,-89.8200000,13.8450000,0.0240000,-0.0240000
Kepler-1468 d,1,Published Confirmed,19.59059906,,,0,,,,,3.332,,,0,0.297,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5794.00,78.00,-78.00,0,1.50,0.24,-0.30,0,1.07,0.11,-0.08,0,0.140,0.150,-0.150,0,,,,,4.12,0.18,-0.10,0,,,,0,,,,,1899.2400000,89.8200000,-89.8200000,13.8450000,0.0240000,-0.0240000
Kepler-1469 b,1,Published Confirmed,21.86353010,0.00012190,-0.00012190,0,,,,,2.800,0.370,-0.260,0,0.250,0.033,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5507.00,128.40,-170.81,0,0.89,0.12,-0.06,0,0.92,0.05,-0.05,0,0.020,0.140,-0.171,0,,,,,4.51,0.05,-0.11,0,4.470,5.700,-2.750,0,,,,,1159.3000000,49.7200000,-45.8500000,14.6310000,0.0340000,-0.0340000
Kepler-147 b,1,Published Confirmed,12.61058400,0.00022800,-0.00022800,0,0.113000,,,0,1.530,0.310,-0.310,0,0.136,0.028,-0.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5100,0.2400,-0.2400,0,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0,,,,,,,,,,,,,4.18,0.15,-0.15,0,,,,,,,,,1042.0200000,25.9650000,-25.9650000,12.7860000,0.0230000,-0.0230000
Kepler-147 c,1,Published Confirmed,33.41642300,0.00041600,-0.00041600,0,0.216000,,,0,2.430,0.490,-0.490,0,0.217,0.044,-0.044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200,0.2300,-0.2300,0,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0,,,,,,,,,,,,,4.18,0.15,-0.15,0,,,,,,,,,1042.0200000,25.9650000,-25.9650000,12.7860000,0.0230000,-0.0230000
Kepler-1470 b,1,Published Confirmed,16.29509030,0.00019160,-0.00019160,0,,,,,1.070,0.090,-0.080,0,0.095,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961.00,84.41,-94.64,0,0.76,0.03,-0.04,0,0.80,0.04,-0.04,0,-0.010,0.144,-0.160,0,,,,,4.59,0.02,-0.04,0,4.570,6.100,-2.760,0,,,,,590.6010000,8.6490000,-8.4070000,13.4920000,0.0230000,-0.0230000
Kepler-1471 b,1,Published Confirmed,3.63899398,0.00002002,-0.00002002,0,,,,,1.410,0.200,-0.140,0,0.126,0.018,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5660.00,86.53,-104.98,0,0.93,0.14,-0.07,0,0.95,0.05,-0.06,0,-0.030,0.143,-0.188,0,,,,,4.48,0.06,-0.12,0,4.570,4.720,-2.770,0,,,,,978.6780000,26.5170000,-26.5170000,14.0370000,0.0260000,-0.0260000
Kepler-1471 c,1,Kepler Project Candidate (q1_q17_dr25_koi),11.60448810,0.00011300,-0.00011300,0,0.098100,,,0,1.880,0.280,-0.340,0,,,,,,,,,,,,,,,,,,0.000000,,,0,118.50,47.61,-43.33,0,841,,,0,89.740,,,0,0.1180,0.3340,-0.1180,0,5533.00,83.00,-74.00,0,1.17,0.17,-0.21,0,0.93,0.06,-0.04,0,0.160,0.150,-0.150,0,,,,,4.28,0.17,-0.11,0,,,,0,,,,,978.6780000,26.5170000,-26.5170000,14.0370000,0.0260000,-0.0260000
Kepler-1472 b,1,Published Confirmed,38.13128310,0.00057550,-0.00057550,0,,,,,1.900,0.760,-0.360,0,0.170,0.068,-0.032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6159.00,92.70,-114.64,0,1.25,0.50,-0.18,0,1.16,0.16,-0.09,0,0.030,0.129,-0.147,0,,,,,4.31,0.11,-0.23,0,3.090,1.010,-1.320,0,,,,,1479.1400000,46.9600000,-44.2000000,13.5790000,0.0260000,-0.0260000
Kepler-1473 b,1,Published Confirmed,14.42735510,0.00008414,-0.00008414,0,,,,,1.190,0.090,-0.080,0,0.106,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6046.00,77.17,-64.08,0,1.09,0.08,-0.06,0,1.09,0.04,-0.04,0,-0.010,0.092,-0.097,0,,,,,4.40,0.04,-0.06,0,2.630,1.470,-1.060,0,,,,,652.2530000,6.3460000,-6.2280000,12.3460000,0.0210000,-0.0210000
Kepler-1474 b,1,Published Confirmed,36.43334520,0.00032180,-0.00032180,0,,,,,2.160,0.440,-0.230,0,0.193,0.039,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5870.00,115.73,-173.32,0,1.04,0.20,-0.11,0,1.04,0.07,-0.07,0,0.040,0.147,-0.164,0,,,,,4.42,0.07,-0.14,0,3.800,2.640,-2.080,0,,,,,1180.9000000,46.9150000,-46.9150000,14.0270000,0.0240000,-0.0240000
Kepler-1475 b,1,Published Confirmed,82.17737400,0.00115000,-0.00115000,0,,,,,2.920,0.990,-0.460,0,0.261,0.088,-0.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.00,192.71,-203.22,0,1.28,0.43,-0.19,0,1.18,0.15,-0.11,0,0.030,0.129,-0.163,0,,,,,4.29,0.11,-0.20,0,2.820,1.220,-1.060,0,,,,,1568.3800000,86.1400000,-77.7500000,14.1920000,0.0290000,-0.0290000
Kepler-1476 b,1,Published Confirmed,10.35863224,0.00005885,-0.00005885,0,,,,,1.670,0.370,-0.130,0,0.149,0.033,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5663.00,68.09,-77.19,0,0.96,0.20,-0.07,0,0.98,0.04,-0.05,0,0.060,0.138,-0.155,0,,,,,4.47,0.06,-0.17,0,4.570,4.700,-2.810,0,,,,,1002.7400000,28.6600000,-27.1400000,14.2270000,0.0270000,-0.0270000
Kepler-1477 b,1,Published Confirmed,11.55530021,0.00008098,-0.00008098,0,,,,,1.180,0.090,-0.090,0,0.105,0.008,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.00,78.06,-73.51,0,0.78,0.04,-0.04,0,0.81,0.04,-0.04,0,-0.060,0.158,-0.166,0,,,,,4.58,0.03,-0.05,0,4.680,5.770,-2.780,0,,,,,680.8280000,8.1530000,-7.9660000,13.1760000,0.0210000,-0.0210000
Kepler-1478 b,1,Published Confirmed,26.08405940,0.00051210,-0.00051210,0,,,,,1.730,0.470,-0.190,0,0.154,0.042,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.00,102.51,-137.72,0,1.06,0.28,-0.11,0,1.04,0.07,-0.07,0,0.030,0.136,-0.178,0,,,,,4.41,0.08,-0.18,0,3.980,2.420,-2.200,0,,,,,1845.5800000,95.9500000,-87.0700000,14.2800000,0.0300000,-0.0300000
Kepler-1479 b,1,Published Confirmed,14.53261362,0.00004429,-0.00004429,0,,,,,1.830,0.300,-0.160,0,0.163,0.027,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796.00,74.44,-79.45,0,0.98,0.16,-0.08,0,0.99,0.05,-0.06,0,-0.020,0.143,-0.187,0,,,,,4.45,0.06,-0.13,0,4.270,3.130,-2.480,0,,,,,728.6680000,8.9610000,-8.7490000,12.6670000,0.0220000,-0.0220000
Kepler-148 b,1,Published Confirmed,1.72936600,0.00000400,-0.00000400,0,0.028000,,,0,1.800,0.870,-0.870,0,0.161,0.078,-0.078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0500,0.2000,-0.2000,0,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0,,,,,,,,,,,,,4.55,0.30,-0.30,0,,,,,,,,,791.1630000,15.3370000,-14.7760000,13.9030000,0.0270000,-0.0270000
Kepler-148 c,1,Published Confirmed,4.18004300,0.00000400,-0.00000400,0,0.050000,,,0,3.600,1.760,-1.760,0,0.321,0.157,-0.157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4800,0.2400,-0.2400,0,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0,,,,,,,,,,,,,4.55,0.30,-0.30,0,,,,,,,,,791.1630000,15.3370000,-14.7760000,13.9030000,0.0270000,-0.0270000
Kepler-148 d,1,Published Confirmed,51.84688575,0.00002570,-0.00002570,0,,,,,8.680,0.520,-0.420,0,0.774,0.046,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172.00,52.20,-66.13,0,0.81,0.05,-0.04,0,0.86,0.04,-0.04,0,0.070,0.170,-0.176,0,,,,,4.56,0.03,-0.06,0,4.680,5.960,-2.880,0,,,,,791.1630000,15.3370000,-14.7760000,13.9030000,0.0270000,-0.0270000
Kepler-1480 b,1,Published Confirmed,22.12679948,0.00009372,-0.00009372,0,,,,,1.670,0.110,-0.080,0,0.149,0.010,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156.00,61.41,-70.65,0,0.81,0.04,-0.03,0,0.85,0.04,-0.04,0,0.070,0.146,-0.155,0,,,,,4.56,0.03,-0.06,0,4.790,6.200,-2.910,0,,,,,500.8920000,4.9255000,-4.9255000,13.0800000,0.0380000,-0.0380000
Kepler-1481 b,1,Published Confirmed,5.94220998,0.00002335,-0.00002335,0,,,,,1.230,0.080,-0.060,0,0.110,0.007,-0.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908.00,52.54,-65.82,0,0.75,0.03,-0.03,0,0.80,0.03,-0.04,0,0.040,0.152,-0.161,0,,,,,4.60,0.02,-0.04,0,3.890,6.130,-2.240,0,,,,,459.0760000,4.5855000,-4.5855000,13.1810000,0.0260000,-0.0260000
Kepler-1482 b,1,Published Confirmed,12.25383217,0.00008407,-0.00008407,0,,,,,1.010,0.100,-0.110,0,0.090,0.009,-0.010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381.00,59.20,-59.31,0,0.84,0.08,-0.05,0,0.88,0.04,-0.05,0,-0.040,0.155,-0.157,0,,,,,4.54,0.04,-0.09,0,4.470,6.700,-2.800,0,,,,,567.5560000,11.2435000,-11.2435000,12.4410000,0.0230000,-0.0230000
Kepler-1483 b,1,Published Confirmed,9.50851560,0.00010530,-0.00010530,0,,,,,1.520,0.660,-0.300,0,0.136,0.059,-0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6337.00,208.71,-223.77,0,1.40,0.60,-0.25,0,1.25,0.21,-0.14,0,0.040,0.132,-0.159,0,,,,,4.24,0.13,-0.25,0,2.400,0.997,-0.735,0,,,,,1273.7800000,37.0500000,-35.0400000,13.3970000,0.0230000,-0.0230000
Kepler-1484 b,1,Published Confirmed,30.45491360,0.00035360,-0.00035360,0,,,,,2.110,0.300,-0.220,0,0.188,0.027,-0.020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730.00,204.01,-127.90,0,0.92,0.13,-0.09,0,0.94,0.08,-0.07,0,-0.170,0.181,-0.212,0,,,,,4.49,0.06,-0.11,0,3.980,4.070,-2.330,0,,,,,2879.8300000,1073.7200000,-1073.7200000,14.1350000,0.0260000,-0.0260000
Kepler-1485 b,1,Published Confirmed,19.91577250,0.00012840,-0.00012840,0,,,,,1.470,0.240,-0.140,0,0.131,0.021,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6087.00,92.28,-89.44,0,1.12,0.07,-0.06,0,1.11,0.04,-0.04,0,0.020,0.080,-0.083,0,,,,,4.39,0.04,-0.05,0,2.510,1.330,-0.949,0,,,,,615.6600000,6.4430000,-6.3140000,12.0220000,0.0210000,-0.0210000
Kepler-1486 b,1,Published Confirmed,54.64957590,0.00098250,-0.00098250,0,,,,,2.320,0.580,-0.290,0,0.207,0.052,-0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5965.00,147.55,-160.68,0,1.12,0.27,-0.12,0,1.08,0.09,-0.07,0,0.060,0.138,-0.141,0,,,,,4.38,0.09,-0.17,0,3.550,2.090,-1.830,0,,,,,1769.1400000,92.2900000,-83.7400000,14.1980000,0.0270000,-0.0270000
Kepler-1487 b,1,Published Confirmed,7.31946363,0.00004683,-0.00004683,0,,,,,2.130,0.850,-0.450,0,0.190,0.076,-0.040,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6541.00,230.55,-190.33,0,1.63,0.65,-0.32,0,1.38,0.21,-0.16,0,0.040,0.131,-0.153,0,,,,,4.16,0.14,-0.23,0,1.950,0.705,-0.474,0,,,,,1014.6200000,18.8600000,-18.1960000,12.5560000,0.0210000,-0.0210000
Kepler-1487 c,1,Kepler Project Candidate (q1_q17_dr25_koi),35.80071120,0.00037130,-0.00037130,0,0.258800,,,0,7.970,1.390,-2.770,0,,,,,,,,,,,,,,,,,,0.000000,,,0,227.68,105.32,-135.95,0,991,,,0,89.930,,,0,0.0430,0.4020,-0.0430,0,5745.00,86.00,-77.00,0,3.96,0.69,-1.38,0,1.80,0.19,-0.36,0,0.400,0.050,-0.150,0,,,,,3.50,0.26,-0.13,0,,,,0,,,,,1014.6200000,18.8600000,-18.1960000,12.5560000,0.0210000,-0.0210000
Kepler-1488 b,1,Published Confirmed,39.81899320,0.00029070,-0.00029070,0,,,,,1.860,0.420,-0.370,0,0.166,0.037,-0.033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820.00,71.05,-62.23,0,1.31,0.29,-0.26,0,1.05,0.07,-0.05,0,0.060,0.093,-0.073,0,,,,,4.22,0.17,-0.15,0,6.920,1.300,-2.360,0,,,,,905.8250000,11.6450000,-11.3590000,12.0120000,0.0220000,-0.0220000
Kepler-1488 c,1,Published Confirmed,6.15826988,,,0,,,,,1.652,,,0,0.147,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5710.00,114.00,-91.00,0,1.52,0.24,-0.34,0,1.00,0.10,-0.09,0,0.000,0.150,-0.150,0,,,,,4.07,0.20,-0.09,0,,,,0,,,,,905.8250000,11.6450000,-11.3590000,12.0120000,0.0220000,-0.0220000
Kepler-1489 b,1,Published Confirmed,82.29475100,0.00179900,-0.00179900,0,,,,,1.770,0.230,-0.180,0,0.158,0.021,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5655.00,76.91,-64.04,0,0.90,0.11,-0.07,0,0.93,0.05,-0.06,0,-0.130,0.174,-0.192,0,,,,,4.51,0.05,-0.11,0,4.070,4.940,-2.430,0,,,,,1283.0500000,36.0700000,-34.1800000,13.6770000,0.0260000,-0.0260000
Kepler-149 b,1,Published Confirmed,29.19894300,0.00004100,-0.00004100,0,0.184000,,,0,4.210,0.600,-0.600,0,0.376,0.054,-0.054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200,0.1700,-0.1700,0,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0,,,,,,,,,,,,,4.46,0.15,-0.15,0,,,,,,,,,571.0340000,5.7150000,-5.7150000,12.6940000,0.0230000,-0.0230000
Kepler-149 c,1,Published Confirmed,55.32832800,0.00194600,-0.00194600,0,0.281000,,,0,1.610,0.240,-0.240,0,0.144,0.021,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,0.3600,-0.3600,0,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0,,,,,,,,,,,,,4.46,0.15,-0.15,0,,,,,,,,,571.0340000,5.7150000,-5.7150000,12.6940000,0.0230000,-0.0230000
Kepler-149 d,1,Published Confirmed,160.01803200,0.00109600,-0.00109600,0,0.571000,,,0,3.960,0.680,-0.680,0,0.353,0.061,-0.061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,0.2500,-0.2500,0,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0,,,,,,,,,,,,,4.46,0.15,-0.15,0,,,,,,,,,571.0340000,5.7150000,-5.7150000,12.6940000,0.0230000,-0.0230000
Kepler-1490 b,1,Published Confirmed,92.43629730,0.00090420,-0.00090420,0,,,,,3.040,0.370,-0.630,0,0.271,0.033,-0.056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515.00,193.53,-190.47,0,0.87,0.11,-0.07,0,0.90,0.07,-0.06,0,-0.080,0.156,-0.179,0,,,,,4.52,0.06,-0.10,0,4.570,5.090,-2.880,0,,,,,862.9200000,22.6010000,-21.4950000,14.0920000,0.0270000,-0.0270000
Kepler-1491 b,1,Published Confirmed,16.58617620,0.00022140,-0.00022140,0,,,,,1.510,0.350,-0.140,0,0.135,0.031,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5728.00,84.52,-115.34,0,0.99,0.22,-0.08,0,1.00,0.05,-0.05,0,0.060,0.133,-0.149,0,,,,,4.45,0.06,-0.16,0,4.570,3.710,-2.760,0,,,,,2065.5900000,118.5800000,-118.5800000,14.3230000,0.0280000,-0.0280000
Kepler-1491 c,1,Kepler Project Candidate (q1_q17_dr25_koi),61.56976500,0.00180400,-0.00180400,0,0.304500,,,0,2.440,0.390,-0.530,0,,,,,,,,,,,,,,,,,,0.000000,,,0,18.66,7.87,-7.77,0,530,,,0,89.350,,,0,0.4860,0.0740,-0.4090,0,5626.00,77.00,-77.00,0,1.39,0.22,-0.30,0,0.99,0.08,-0.07,0,0.140,0.150,-0.150,0,,,,,4.15,0.19,-0.10,0,,,,0,,,,,2065.5900000,118.5800000,-118.5800000,14.3230000,0.0280000,-0.0280000
Kepler-1492 b,1,Published Confirmed,16.75255007,0.00006460,-0.00006460,0,,,,,1.490,0.280,-0.160,0,0.133,0.025,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.00,54.27,-72.63,0,0.72,0.02,-0.03,0,0.77,0.03,-0.04,0,0.060,0.148,-0.179,0,,,,,4.62,0.01,-0.03,0,2.820,5.830,-1.320,0,,,,,331.5530000,2.3320000,-2.3000000,12.8040000,0.0200000,-0.0200000
Kepler-1493 b,1,Published Confirmed,15.02179830,0.00010750,-0.00010750,0,,,,,1.410,0.270,-0.230,0,0.126,0.024,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863.00,78.69,-82.85,0,1.29,0.24,-0.20,0,1.06,0.06,-0.05,0,0.060,0.094,-0.071,0,,,,,4.24,0.13,-0.13,0,6.460,1.400,-1.840,0,,,,,555.0510000,,,11.9250000,0.0220000,-0.0220000
Kepler-1494 b,1,Published Confirmed,91.08048200,0.00176900,-0.00176900,0,,,,,3.070,0.460,-0.570,0,0.274,0.041,-0.051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5659.00,86.94,-107.31,0,0.94,0.13,-0.07,0,0.96,0.05,-0.06,0,0.010,0.150,-0.182,0,,,,,4.48,0.06,-0.12,0,4.370,4.260,-2.670,0,,,,,1285.4800000,36.3800000,-34.4700000,14.0100000,0.0270000,-0.0270000
Kepler-1495 b,1,Published Confirmed,85.27325600,0.00195400,-0.00195400,0,,,,,2.940,0.720,-0.320,0,0.262,0.064,-0.029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831.00,90.97,-139.38,0,1.04,0.25,-0.10,0,1.03,0.06,-0.06,0,0.060,0.133,-0.146,0,,,,,4.42,0.08,-0.18,0,4.170,2.830,-2.440,0,,,,,1355.5400000,,,14.1760000,0.0260000,-0.0260000
Kepler-1496 b,1,Published Confirmed,64.65880170,0.00078000,-0.00078000,0,,,,,2.220,0.910,-0.360,0,0.198,0.081,-0.032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6182.00,140.35,-206.60,0,1.27,0.52,-0.20,0,1.18,0.17,-0.11,0,0.050,0.128,-0.152,0,,,,,4.29,0.12,-0.24,0,2.950,1.290,-1.190,0,,,,,1307.6600000,29.6350000,-29.6350000,13.6110000,0.0230000,-0.0230000
Kepler-1497 b,1,Published Confirmed,8.74199772,0.00008621,-0.00008621,0,,,,,1.660,0.290,-0.160,0,0.148,0.026,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675.00,159.75,-169.00,0,0.95,0.16,-0.08,0,0.96,0.07,-0.06,0,0.010,0.134,-0.172,0,,,,,4.47,0.06,-0.13,0,4.270,4.090,-2.620,0,,,,,,,,14.1340000,0.0230000,-0.0230000
Kepler-1498 b,1,Published Confirmed,48.05140500,0.00093310,-0.00093310,0,,,,,1.330,0.110,-0.090,0,0.119,0.010,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5256.00,60.36,-58.16,0,0.81,0.05,-0.04,0,0.86,0.04,-0.04,0,-0.010,0.141,-0.156,0,,,,,4.56,0.03,-0.07,0,4.170,6.280,-2.440,0,,,,,,,,13.7030000,0.0260000,-0.0260000
Kepler-1499 b,1,Published Confirmed,44.20080000,0.00065530,-0.00065530,0,,,,,1.190,0.250,-0.140,0,0.106,0.022,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.00,77.02,-92.24,0,0.78,0.04,-0.04,0,0.82,0.04,-0.04,0,-0.010,0.149,-0.169,0,,,,,4.58,0.03,-0.05,0,4.680,6.000,-2.840,0,,,,,309.8690000,1.5740000,-1.5580000,12.0160000,0.0210000,-0.0210000
Kepler-15 b,1,Published Confirmed,4.94278200,0.00000130,-0.00000130,0,0.057140,0.000860,-0.000930,0,10.760,0.670,-0.780,0,0.960,0.060,-0.070,0,209.76000,25.43000,-28.60000,0,0.66000,0.08000,-0.09000,0,Mass,0.93000,0.18000,-0.22000,0,0.060000,,,0,,,,,,,,,87.440,0.180,-0.200,0,0.5540,0.0230,-0.0240,0,5515.00,122.00,-130.00,0,0.99,0.06,-0.07,0,1.02,0.04,-0.05,0,0.360,0.070,-0.070,0,-0.087,0.078,-0.088,0,4.46,0.05,-0.05,0,3.700,1.500,-3.600,0,,,,,739.4120000,11.1580000,-11.1580000,12.5780000,0.0270000,-0.0270000
Kepler-150 b,1,Published Confirmed,3.42805400,0.00002600,-0.00002600,0,0.044000,,,0,1.250,0.190,-0.190,0,0.112,0.017,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800,0.2200,-0.2200,0,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0,,,,,,,,,,,,,4.47,0.15,-0.15,0,,,,,,,,,891.0920000,17.0210000,-16.4040000,13.8170000,0.0240000,-0.0240000
Kepler-150 c,1,Published Confirmed,7.38199800,0.00001000,-0.00001000,0,0.073000,,,0,3.690,0.590,-0.590,0,0.329,0.053,-0.053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,0.3000,-0.3000,0,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0,,,,,,,,,,,,,4.47,0.15,-0.15,0,,,,,,,,,891.0920000,17.0210000,-16.4040000,13.8170000,0.0240000,-0.0240000
Kepler-150 d,1,Published Confirmed,12.56093000,0.00003600,-0.00003600,0,0.104000,,,0,2.790,0.410,-0.410,0,0.249,0.037,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1200,0.2300,-0.2300,0,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0,,,,,,,,,,,,,4.47,0.15,-0.15,0,,,,,,,,,891.0920000,17.0210000,-16.4040000,13.8170000,0.0240000,-0.0240000
Kepler-150 e,1,Published Confirmed,30.82655700,0.00019900,-0.00019900,0,0.189000,,,0,3.120,0.550,-0.550,0,0.278,0.049,-0.049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9300,0.3300,-0.3300,0,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0,,,,,,,,,,,,,4.47,0.15,-0.15,0,,,,,,,,,891.0920000,17.0210000,-16.4040000,13.8170000,0.0240000,-0.0240000
Kepler-150 f,1,Published Confirmed,637.20930000,0.01690000,-0.01540000,0,1.240000,0.290000,-0.450000,0,3.640,0.520,-0.390,0,0.325,0.046,-0.035,0,,,,,,,,,,,,,,,,,,,,,,,,,,90.000,0.190,-0.190,0,0.0000,0.7700,-0.7600,0,5528.00,122.00,-122.00,0,0.91,,,0,0.97,,,0,,,,,-0.161,,,0,4.51,,,0,,,,,,,,,891.0920000,17.0210000,-16.4040000,13.8170000,0.0240000,-0.0240000
Kepler-1500 b,1,Published Confirmed,15.03301050,0.00016120,-0.00016120,0,,,,,1.200,0.220,-0.150,0,0.107,0.020,-0.013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5845.00,122.09,-140.57,0,1.00,0.18,-0.10,0,1.00,0.07,-0.07,0,-0.050,0.156,-0.185,0,,,,,4.44,0.07,-0.14,0,4.070,2.970,-2.300,0,,,,,1217.8200000,34.0100000,-32.2500000,13.4760000,0.0240000,-0.0240000
Kepler-1501 b,1,Published Confirmed,14.55645330,0.00011210,-0.00011210,0,,,,,1.560,0.680,-0.250,0,0.139,0.061,-0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.00,111.62,-123.73,0,1.30,0.54,-0.18,0,1.20,0.17,-0.09,0,0.040,0.137,-0.163,0,,,,,4.28,0.11,-0.24,0,2.750,0.919,-1.020,0,,,,,749.0600000,7.1370000,-7.0070000,12.6610000,0.0210000,-0.0210000
Kepler-1502 b,1,Published Confirmed,41.70836290,0.00034850,-0.00034850,0,,,,,3.180,1.120,-0.640,0,0.284,0.100,-0.057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6666.00,321.18,-272.08,0,1.72,0.61,-0.33,0,1.44,0.23,-0.17,0,0.050,0.138,-0.150,0,,,,,4.13,0.14,-0.21,0,1.700,0.740,-0.401,0,,,,,1514.0200000,47.7900000,-44.9900000,13.1740000,0.0210000,-0.0210000
